accession,ncbi_taxid
GB_GCA_005788815.1,1883427
GB_GCA_009702755.1,1883427
GB_GCA_009703055.1,1883427
GB_GCA_009703125.1,1883427
GB_GCA_903904615.1,410722
GB_GCA_005788205.1,1883427
GB_GCA_009920715.1,1883427
GB_GCA_009691255.1,2497619
GB_GCA_014190235.1,1883427
GB_GCA_005790505.1,1883427
GB_GCA_002331255.1,1951339
GB_GCA_005789925.1,1883427
GB_GCA_013205145.1,1869227
GB_GCA_903858075.1,152507
GB_GCA_009711295.1,1883427
GB_GCA_005787785.1,1883427
GB_GCA_009919275.1,1883427
GB_GCA_903925985.1,152507
GB_GCA_005801025.1,1883427
GB_GCA_009694465.1,2497619
GB_GCA_014190215.1,1883427
GB_GCA_009705435.1,1883427
GB_GCA_009700145.1,1883427
GB_GCA_903872155.1,152507
GB_GCA_001510335.1,1661699
GB_GCA_005787025.1,1883427
GB_GCA_009704425.1,1883427
GB_GCA_010030605.1,2080302
GB_GCA_001510455.1,1661705
GB_GCA_009923785.1,2080302
GB_GCA_004379135.1,1967499
GB_GCA_005787035.1,1883427
GB_GCA_009701715.1,1883427
GB_GCA_009702045.1,1883427
GB_GCA_903919215.1,410722
GB_GCA_002299395.1,1951340
GB_GCA_005778215.1,1883427
GB_GCA_903919455.1,410722
GB_GCA_003154135.1,2024894
GB_GCA_006515795.1,2024894
GB_GCA_009704985.1,1883427
GB_GCA_009726095.1,1883427
GB_GCA_002727235.1,2024894
GB_GCA_012269985.1,2024894
GB_GCA_002501485.1,1951343
GB_GCA_001510385.1,1661702
GB_GCA_009923855.1,1883427
GB_GCA_009924875.1,1883427
GB_GCA_010024485.1,1883427
GB_GCA_002698945.1,2024894
RS_GCF_004364865.1,467091
GB_GCA_002748455.1,467094
RS_GCF_000348785.1,1313172
RS_GCF_000350145.1,1313171
GB_GCA_002711735.1,1967498
GB_GCA_013002175.1,1967498
GB_GCA_013213745.1,2497619
GB_GCA_007122945.1,2497619
GB_GCA_007693335.1,1967498
GB_GCA_007117775.1,2497619
RS_GCF_003426815.1,2064846
GB_GCA_013811855.1,2080302
GB_GCA_013815505.1,2080302
GB_GCA_013821025.1,2080302
GB_GCA_004366205.1,1883427
GB_GCA_902805555.1,310071
GB_GCA_003133125.1,2024894
GB_GCA_003160115.1,2024894
GB_GCA_003133005.1,2024894
GB_GCA_003163875.1,2024894
GB_GCA_903970515.1,1974866
GB_GCA_003132205.1,2024894
GB_GCA_003158855.1,2024894
GB_GCA_003141095.1,2024894
GB_GCA_003132165.1,2024894
GB_GCA_003151555.1,2024894
GB_GCA_003152555.1,2024894
GB_GCA_003138815.1,2024894
GB_GCA_903826715.1,152507
GB_GCA_903830745.1,152507
GB_GCA_903854175.1,152507
GB_GCA_003133665.1,2024894
GB_GCA_903893745.1,152507
GB_GCA_003133685.1,2024894
GB_GCA_003155915.1,2024894
GB_GCA_003167415.1,2024894
GB_GCA_003170315.1,2024894
GB_GCA_003152215.1,2024894
GB_GCA_013044405.1,2024894
GB_GCA_003133405.1,2024894
GB_GCA_003134515.1,2024894
GB_GCA_003131665.1,2024894
GB_GCA_003141815.1,2024894
GB_GCA_003162475.1,2024894
GB_GCA_003132305.1,2024894
GB_GCA_003133075.1,2024894
GB_GCA_003136495.1,2024894
GB_GCA_003142095.1,2024894
GB_GCA_002255315.1,1970488
GB_GCA_003136415.1,2024894
GB_GCA_003168075.1,2024894
GB_GCA_013044265.1,2024894
GB_GCA_903860745.1,152507
GB_GCA_903825765.1,152507
GB_GCA_903828785.1,152507
GB_GCA_013044285.1,2024894
GB_GCA_903825035.1,152507
GB_GCA_903830655.1,152507
GB_GCA_903832015.1,152507
GB_GCA_001443545.1,1736654
GB_GCA_002255565.1,1970489
GB_GCA_003138895.1,2024894
GB_GCA_903848885.1,152507
GB_GCA_903860915.1,152507
GB_GCA_903871335.1,152507
GB_GCA_903873775.1,152507
GB_GCA_009701115.1,1883427
GB_GCA_009726065.1,1883427
GB_GCA_903885505.1,152507
GB_GCA_903924205.1,152507
GB_GCA_003135595.1,2024894
GB_GCA_003162395.1,2024894
GB_GCA_009699875.1,1883427
GB_GCA_903825895.1,152507
GB_GCA_903893955.1,152507
GB_GCA_903900235.1,152507
GB_GCA_903825305.1,152507
GB_GCA_903875425.1,152507
GB_GCA_903874965.1,152507
GB_GCA_903918025.1,152507
GB_GCA_903870905.1,152507
GB_GCA_903847955.1,152507
GB_GCA_003133545.1,2024894
GB_GCA_003160635.1,2024894
GB_GCA_003169675.1,2024894
GB_GCA_003169235.1,2024894
GB_GCA_003151235.1,2024894
GB_GCA_003161255.1,2024894
GB_GCA_003161575.1,2024894
GB_GCA_003155135.1,2024894
GB_GCA_003157945.1,2024894
GB_GCA_003164095.1,2024894
GB_GCA_003153575.1,2024894
GB_GCA_903849265.1,410722
GB_GCA_903906055.1,410722
GB_GCA_903873395.1,410722
GB_GCA_003133325.1,2024894
GB_GCA_003152015.1,2024894
GB_GCA_003164275.1,2024894
GB_GCA_003138855.1,2024894
GB_GCA_903894295.1,410722
GB_GCA_003131945.1,2024894
GB_GCA_003151475.1,2024894
GB_GCA_003139255.1,2024894
GB_GCA_003453695.1,2024894
GB_GCA_003151955.1,2024894
RS_GCF_000023265.1,525909
GB_GCA_004366215.1,1883427
RS_GCF_000745905.1,1121877
RS_GCF_900128965.1,1121881
GB_GCA_013044415.1,2024894
GB_GCA_013044475.1,2024894
GB_GCA_013044385.1,2024894
GB_GCA_004298555.1,1883427
GB_GCA_013044365.1,2024894
RS_GCF_000949295.1,1280514
GB_GCA_013044465.1,2201156
GB_GCA_003140595.1,2024894
GB_GCA_003170375.1,2024894
GB_GCA_003166375.1,2024894
GB_GCA_003139355.1,2024894
GB_GCA_003136185.1,2024894
GB_GCA_903845085.1,410722
GB_GCA_903907185.1,410722
GB_GCA_003159795.1,2024894
GB_GCA_003244275.1,2201156
GB_GCA_005888295.1,1883427
GB_GCA_003156595.1,2024894
GB_GCA_003156795.1,2024894
GB_GCA_009785715.1,2024894
GB_GCA_003158835.1,2024894
GB_GCA_003166025.1,2024894
GB_GCA_002861595.1,1883427
GB_GCA_005884125.1,1883427
GB_GCA_013697265.1,1883427
GB_GCA_013816725.1,1883427
GB_GCA_902805655.1,310071
GB_GCA_005888325.1,1883427
GB_GCA_902805665.1,310071
RS_GCF_902812475.1,1883427
GB_GCA_005888395.1,1883427
GB_GCA_009694295.1,2080302
GB_GCA_009694435.1,2080302
GB_GCA_003140175.1,1883427
GB_GCA_903899845.1,152507
GB_GCA_013695115.1,1883427
RS_GCF_001023575.1,1650658
GB_GCA_009702955.1,1883427
GB_GCA_009694415.1,2080302
GB_GCA_005772765.1,1883427
GB_GCA_005779395.1,1883427
GB_GCA_005779345.1,1883427
GB_GCA_005773635.1,1883427
GB_GCA_003134555.1,1883427
GB_GCA_009886115.1,1883427
GB_GCA_002352645.1,1948317
GB_GCA_003577105.1,1978231
GB_GCA_902587025.1,1985113
GB_GCA_902619825.1,1985113
GB_GCA_902593435.1,1985113
GB_GCA_000384495.1,939195
GB_GCA_902627635.1,1985113
GB_GCA_003213625.1,2162608
GB_GCA_902526825.1,1985113
GB_GCA_902615855.1,1985113
GB_GCA_902626065.1,1985113
GB_GCA_902571385.1,1985113
GB_GCA_902609285.1,1985113
GB_GCA_902519845.1,1985113
GB_GCA_902533795.1,1985113
GB_GCA_902604835.1,1985113
GB_GCA_002724835.1,1883427
GB_GCA_003282445.1,2162605
GB_GCA_004214055.1,2510331
GB_GCA_902510995.1,1985113
GB_GCA_902565645.1,1985113
GB_GCA_002169115.2,1986656
GB_GCA_002683085.1,1883427
GB_GCA_014239265.1,1883427
GB_GCA_002169845.1,1986618
GB_GCA_002308095.1,1948316
GB_GCA_014384285.1,1883427
GB_GCA_902622665.1,1985113
GB_GCA_902628045.1,1985113
GB_GCA_902593475.1,1985113
GB_GCA_902580215.1,1985113
GB_GCA_902599555.1,1985113
GB_GCA_902576605.1,1985113
GB_GCA_902610815.1,1985113
GB_GCA_004213405.1,2510331
GB_GCA_902555985.1,1985113
GB_GCA_902593795.1,1985113
GB_GCA_003281085.1,2162613
GB_GCA_902596545.1,1985113
GB_GCA_902595195.1,1985113
GB_GCA_003213165.1,2162610
GB_GCA_902625455.1,1985113
GB_GCA_902519215.1,1985113
GB_GCA_902555055.1,1985113
GB_GCA_902521955.1,1985113
GB_GCA_003230435.1,2080302
GB_GCA_004356805.1,1978231
GB_GCA_003388545.1,1883427
GB_GCA_003242515.1,1883427
GB_GCA_009377435.1,2080302
GB_GCA_009377735.1,2080302
GB_GCA_013812505.1,2080302
GB_GCA_009837815.1,2080302
GB_GCA_012270885.1,2080302
GB_GCA_002238785.1,1916140
GB_GCA_009838635.1,2080302
GB_GCA_011523395.1,2080302
GB_GCA_011523635.1,2080302
GB_GCA_009841105.1,2080302
GB_GCA_009841075.1,2080302
GB_GCA_003229305.1,2080302
GB_GCA_002897675.1,2005710
GB_GCA_013152275.1,1883427
GB_GCA_011682695.1,1913989
GB_GCA_002403855.1,1948319
GB_GCA_002418265.1,1948320
GB_GCA_008501565.1,2033014
GB_GCA_003648875.1,1883427
GB_GCA_004356175.1,1978231
GB_GCA_003235475.1,2080302
GB_GCA_002898115.1,2005725
GB_GCA_013151445.1,1883427
GB_GCA_011371355.1,1883427
GB_GCA_013001485.1,2080302
GB_GCA_013003515.1,2080302
GB_GCA_013003395.1,2080302
GB_GCA_002450985.1,1948321
GB_GCA_013695075.1,2080302
GB_GCA_001767695.1,1797204
GB_GCA_003486285.1,1883427
GB_GCA_013202595.1,1869227
GB_GCA_004283105.1,2080302
GB_GCA_013002865.1,2080302
GB_GCA_013043085.1,2080302
GB_GCA_005798685.1,1883427
GB_GCA_903959665.1,768556
GB_GCA_903953065.1,768556
GB_GCA_903821395.1,768556
GB_GCA_009699615.1,1883427
GB_GCA_009699565.1,1883427
GB_GCA_903830015.1,768556
GB_GCA_009699245.1,1883427
GB_GCA_009699915.1,1883427
RS_GCF_000519325.1,929712
GB_GCA_009699505.1,1883427
RS_GCF_000420025.1,1122939
RS_GCF_000240225.1,1097667
GB_GCA_902806215.1,1162706
RS_GCF_000424625.1,1283299
RS_GCF_000688095.1,1380390
RS_GCF_007970665.1,496014
GB_GCA_013695395.1,1909295
GB_GCA_902806205.1,1162706
RS_GCF_003044185.1,2133960
GB_GCA_005883905.1,1883427
GB_GCA_005888335.1,1883427
GB_GCA_013813955.1,1909295
GB_GCA_902806175.1,1162706
GB_GCA_005788585.1,1883427
GB_GCA_003134675.1,1909295
GB_GCA_013815355.1,1909295
GB_GCA_005884115.1,1883427
GB_GCA_005885515.1,1883427
GB_GCA_003151895.1,1909295
GB_GCA_903970125.1,2081524
GB_GCA_903970315.1,1883427
GB_GCA_009781575.1,1909295
GB_GCA_003132505.1,1909295
GB_GCA_003133565.1,1909295
GB_GCA_003138355.1,1909295
GB_GCA_003157595.1,1909295
GB_GCA_005883215.1,1883427
GB_GCA_003244035.1,1909295
GB_GCA_005883415.1,1883427
GB_GCA_003165655.1,1909295
GB_GCA_003137075.1,1909295
GB_GCA_009785395.1,2660711
RS_GCF_000025265.1,469383
RS_GCF_014199525.1,912552
GB_GCA_009699865.1,1883427
RS_GCF_000423665.1,1123262
RS_GCF_003633755.1,166793
RS_GCF_000425945.1,1298857
GB_GCA_013696535.1,1909295
GB_GCA_003244205.1,1909295
GB_GCA_005883255.1,1883427
GB_GCA_013812485.1,2732252
GB_GCA_902806245.1,768556
GB_GCA_013812065.1,2732252
GB_GCA_013695885.1,2732252
GB_GCA_013696905.1,2732252
GB_GCA_005883295.1,1883427
GB_GCA_005885165.1,1883427
GB_GCA_013696425.1,2732252
GB_GCA_013698335.1,2732252
GB_GCA_013811765.1,2732252
GB_GCA_013812005.1,2732252
GB_GCA_012718975.1,1909295
GB_GCA_013813135.1,2732252
GB_GCA_014534235.1,2732252
GB_GCA_013695855.1,2732252
GB_GCA_002898855.1,2035436
RS_GCF_900108055.1,29539
GB_GCA_001897355.1,1895832
GB_GCA_903933815.1,768556
GB_GCA_903891285.1,768556
GB_GCA_903939845.1,768556
GB_GCA_005885405.1,1883427
GB_GCA_013821475.1,1909295
GB_GCA_009691195.1,1909295
GB_GCA_903901855.1,77133
GB_GCA_005884305.1,1883427
GB_GCA_005884985.1,1883427
GB_GCA_009379895.1,1909295
GB_GCA_013694825.1,1909295
GB_GCA_002919115.1,1869227
GB_GCA_008363375.1,1978231
GB_GCA_001914705.1,1803496
GB_GCA_005883955.1,1883427
GB_GCA_005884005.1,1883427
GB_GCA_005888315.1,1883427
GB_GCA_005883335.1,1883427
GB_GCA_005883965.1,1883427
GB_GCA_005884155.1,1883427
GB_GCA_005883245.1,1883427
GB_GCA_013696805.1,1883427
GB_GCA_013695385.1,1883427
GB_GCA_002413095.1,1948764
GB_GCA_003134505.1,1883427
GB_GCA_013695295.1,1883427
GB_GCA_013696185.1,1883427
GB_GCA_013812265.1,1883427
GB_GCA_013816275.1,1883427
GB_GCA_014534415.1,2026888
GB_GCA_001920085.1,1803481
GB_GCA_005888435.1,1883427
GB_GCA_005885085.1,1883427
GB_GCA_005883355.1,1883427
GB_GCA_013816245.1,1883427
GB_GCA_005885245.1,1883427
GB_GCA_005884945.1,1883427
GB_GCA_005885125.1,1883427
GB_GCA_005883995.1,1883427
GB_GCA_005883235.1,1883427
GB_GCA_005885565.1,1883427
GB_GCA_003139545.1,1883427
GB_GCA_003152275.1,1883427
GB_GCA_003161615.1,1883427
GB_GCA_005883365.1,1883427
GB_GCA_005884575.1,1883427
GB_GCA_014534295.1,2026888
GB_GCA_014534345.1,2026888
GB_GCA_013812235.1,1883427
GB_GCA_013812465.1,1883427
GB_GCA_013817555.1,1883427
GB_GCA_013811645.1,1883427
GB_GCA_004366385.1,1883427
GB_GCA_013698195.1,1883427
GB_GCA_005888365.1,1883427
GB_GCA_013697465.1,1883427
RS_GCF_003351045.1,1002870
GB_GCA_009694305.1,2026888
GB_GCA_013694685.1,1883427
GB_GCA_013813345.1,1883427
GB_GCA_009702325.1,1883427
GB_GCA_903915545.1,152507
GB_GCA_900299235.1,1883427
GB_GCA_903930195.1,152507
GB_GCA_003136795.1,1883427
GB_GCA_013362295.1,2026888
GB_GCA_013821525.1,1883427
GB_GCA_003132665.1,1883427
GB_GCA_003162055.1,1883427
GB_GCA_003170995.1,1883427
GB_GCA_003162235.1,1883427
GB_GCA_003170155.1,1883427
GB_GCA_013697275.1,1883427
GB_GCA_014534155.1,2026888
GB_GCA_013696595.1,1883427
GB_GCA_005798855.1,1883427
GB_GCA_009694475.1,2026888
GB_GCA_903847495.1,152507
GB_GCA_903960645.1,152507
GB_GCA_903873565.1,152507
GB_GCA_009885805.1,1883427
GB_GCA_902806305.1,1497501
GB_GCA_007122215.1,2026888
GB_GCA_005800465.1,1883427
GB_GCA_903943955.1,152507
GB_GCA_903866425.1,152507
GB_GCA_009694365.1,2026888
GB_GCA_005788075.1,1883427
GB_GCA_903928615.1,152507
GB_GCA_005792725.1,1883427
GB_GCA_001464275.1,1752190
GB_GCA_903896045.1,152507
GB_GCA_001464995.1,1752189
GB_GCA_012514235.1,1883427
GB_GCA_012719015.1,1883427
GB_GCA_903927755.1,1497501
GB_GCA_903862845.1,1497501
GB_GCA_903912585.1,1497501
GB_GCA_903921965.1,1497501
GB_GCA_002347645.1,1948763
GB_GCA_003132645.1,1883427
GB_GCA_003157715.1,1883427
GB_GCA_003164655.1,1883427
GB_GCA_003132585.1,1883427
GB_GCA_003158705.1,1883427
GB_GCA_002423545.1,1948765
GB_GCA_001768675.1,1797200
GB_GCA_003157225.1,1883427
GB_GCA_012523095.1,1883427
GB_GCA_012729575.1,1883427
GB_GCA_903873715.1,152507
GB_GCA_011368405.1,1883427
GB_GCA_012514635.1,1883427
GB_GCA_012719395.1,2093372
GB_GCA_002897715.1,2005709
GB_GCA_003599855.1,2093372
GB_GCA_013696435.1,2740537
GB_GCA_013815575.1,2036010
GB_GCA_902806085.1,349277
GB_GCA_902806015.1,349277
RS_GCF_011492945.1,2653851
GB_GCA_902805975.1,349277
GB_GCA_902805985.1,349277
GB_GCA_013698525.1,2740537
GB_GCA_902806095.1,349277
RS_GCF_902812425.1,1883427
GB_GCA_013695335.1,2036010
GB_GCA_013812245.1,2036010
GB_GCA_013815485.1,2036010
GB_GCA_013817025.1,2036010
GB_GCA_004563715.1,1883427
RS_GCF_902810695.1,1883427
GB_GCA_902806055.1,349277
GB_GCA_902806075.1,349277
GB_GCA_902806065.1,349277
RS_GCF_011492965.1,2653852
GB_GCA_902806105.1,349277
RS_GCF_001029505.1,909625
GB_GCA_013695915.1,2036010
RS_GCF_003568865.1,2051957
RS_GCF_900175965.1,643560
GB_GCA_013695475.1,2036010
GB_GCA_013697825.1,2036010
RS_GCF_000014185.1,266117
RS_GCF_007164525.1,49319
RS_GCF_004337705.1,185139
GB_GCA_900545745.1,165190
GB_GCA_900752475.1,165190
GB_GCA_900541875.1,165190
GB_GCA_900555225.1,165190
GB_GCA_900552145.1,165190
RS_GCF_009874035.1,74426
GB_GCA_900542905.1,165190
RS_GCF_003438495.1,2292330
GB_GCA_900541065.1,165190
GB_GCA_900541175.1,165190
GB_GCA_900542945.1,165190
GB_GCA_900552155.1,165190
GB_GCA_900554325.1,165190
GB_GCA_900554665.1,165190
GB_GCA_900547765.1,165190
GB_GCA_900545875.1,165190
GB_GCA_900757505.1,165190
GB_GCA_900545995.1,165190
GB_GCA_900760245.1,165190
GB_GCA_900544235.1,165190
GB_GCA_900547345.1,165190
GB_GCA_900549025.1,165190
GB_GCA_900545055.1,165190
GB_GCA_900554985.1,165190
GB_GCA_900556365.1,165190
GB_GCA_900549535.1,165190
GB_GCA_900544465.1,165190
GB_GCA_900545905.1,165190
GB_GCA_900552685.1,165190
RS_GCF_000763055.1,742722
GB_GCA_900545505.1,165190
GB_GCA_900541185.1,165190
RS_GCF_001405375.1,74426
RS_GCF_003458415.1,2292226
GB_GCA_900544995.1,165190
GB_GCA_900758885.1,165190
GB_GCA_010509075.1,411903
GB_GCA_900551365.1,165190
GB_GCA_900540095.1,165190
GB_GCA_900761615.1,165190
GB_GCA_900550825.1,165190
GB_GCA_900552755.1,165190
GB_GCA_900552995.1,165190
GB_GCA_900543605.1,165190
GB_GCA_900548815.1,165190
GB_GCA_900752215.1,165190
GB_GCA_900539735.1,165190
GB_GCA_900544865.1,165190
GB_GCA_900751695.1,165190
GB_GCA_900752015.1,165190
GB_GCA_900766165.1,165190
GB_GCA_900539035.1,165190
GB_GCA_900541205.1,165190
GB_GCA_900540995.1,165190
GB_GCA_900543515.1,165190
GB_GCA_900542315.1,165190
GB_GCA_900550185.1,165190
GB_GCA_900541285.1,165190
GB_GCA_900549215.1,165190
GB_GCA_900554495.1,165190
GB_GCA_900550355.1,165190
RS_GCF_003439125.1,2292326
GB_GCA_900761995.1,165190
GB_GCA_008668235.1,74426
RS_GCF_902362275.1,2011094
GB_GCA_900552385.1,165190
GB_GCA_900544875.1,165190
GB_GCA_900757185.1,165190
GB_GCA_900760215.1,165190
RS_GCF_003470665.1,2292027
GB_GCA_900541645.1,165190
GB_GCA_900549245.1,165190
GB_GCA_900544425.1,165190
GB_GCA_900544645.1,165190
GB_GCA_900545555.1,165190
RS_GCF_003459245.1,2292222
RS_GCF_003462685.1,2292224
GB_GCA_900757265.1,165190
RS_GCF_902364645.1,2011094
GB_GCA_900541685.1,165190
GB_GCA_900545165.1,165190
GB_GCA_900545615.1,165190
GB_GCA_900754385.1,165190
GB_GCA_900760905.1,165190
GB_GCA_900541025.1,165190
GB_GCA_900541725.1,165190
GB_GCA_900754525.1,165190
GB_GCA_900762015.1,165190
GB_GCA_008671135.1,74426
GB_GCA_900540985.1,165190
GB_GCA_900547835.1,165190
GB_GCA_900761085.1,165190
GB_GCA_900548565.1,165190
GB_GCA_900761155.1,165190
GB_GCA_900547855.1,165190
GB_GCA_900553415.1,165190
GB_GCA_900555515.1,165190
GB_GCA_900553705.1,165190
GB_GCA_900556515.1,165190
GB_GCA_900549185.1,165190
GB_GCA_900752425.1,165190
GB_GCA_900547805.1,165190
GB_GCA_900545605.1,165190
GB_GCA_900556705.1,165190
GB_GCA_900541135.1,165190
GB_GCA_900554645.1,165190
RS_GCF_902363125.1,2011094
GB_GCA_900540905.1,165190
GB_GCA_900541125.1,165190
GB_GCA_900547025.1,165190
GB_GCA_900542555.1,165190
GB_GCA_900759335.1,165190
GB_GCA_900541235.1,165190
GB_GCA_900758845.1,165190
GB_GCA_900550415.1,165190
GB_GCA_900552425.1,165190
GB_GCA_900551015.1,165190
GB_GCA_900754275.1,165190
GB_GCA_900541245.1,165190
GB_GCA_900549335.1,165190
GB_GCA_900555745.1,165190
RS_GCF_002232035.1,2018038
GB_GCA_900540875.1,165190
RS_GCF_003471585.1,2292028
GB_GCA_900543945.1,165190
GB_GCA_900548255.1,165190
RS_GCF_003465825.1,2292207
GB_GCA_900757595.1,165190
GB_GCA_900540855.1,165190
GB_GCA_900546115.1,165190
GB_GCA_900762345.1,165190
GB_GCA_900542325.1,165190
GB_GCA_900551205.1,165190
RS_GCF_003437035.1,2292333
GB_GCA_900755005.1,165190
GB_GCA_900542165.1,165190
GB_GCA_900757465.1,165190
GB_GCA_900546105.1,165190
RS_GCF_003466125.1,2292344
RS_GCF_003459505.1,2292221
GB_GCA_900757205.1,165190
GB_GCA_900757285.1,165190
GB_GCA_900544115.1,165190
GB_GCA_900768435.1,165190
GB_GCA_900546825.1,165190
GB_GCA_900550835.1,165190
RS_GCF_002736145.1,74426
GB_GCA_900544755.1,165190
GB_GCA_900549345.1,165190
GB_GCA_900551975.1,165190
GB_GCA_900554655.1,165190
GB_GCA_900757385.1,165190
GB_GCA_900554465.1,165190
GB_GCA_900548075.1,165190
GB_GCA_900542275.1,165190
GB_GCA_900549715.1,165190
RS_GCF_003436275.1,2292343
GB_GCA_900757235.1,165190
GB_GCA_900757615.1,165190
GB_GCA_900544095.1,165190
GB_GCA_900544135.1,165190
GB_GCA_900754445.1,165190
GB_GCA_900762325.1,165190
RS_GCF_003469205.1,2292315
GB_GCA_900544845.1,165190
GB_GCA_900556675.1,165190
GB_GCA_900557505.1,165190
GB_GCA_900546455.1,165190
GB_GCA_900540935.1,165190
GB_GCA_900761035.1,165190
GB_GCA_008668795.1,74426
GB_GCA_900547505.1,165190
GB_GCA_900765185.1,165190
GB_GCA_900545445.1,165190
GB_GCA_900551625.1,165190
GB_GCA_008680965.1,74426
GB_GCA_900549555.1,165190
GB_GCA_900549455.1,165190
GB_GCA_900752345.1,165190
GB_GCA_900549085.1,165190
GB_GCA_900545075.1,165190
GB_GCA_900547125.1,165190
GB_GCA_900752275.1,165190
GB_GCA_900542085.1,165190
GB_GCA_900554585.1,165190
GB_GCA_900555955.1,165190
GB_GCA_900548935.1,165190
GB_GCA_900541045.1,165190
GB_GCA_900759045.1,165190
GB_GCA_900542825.1,165190
GB_GCA_900755685.1,165190
RS_GCF_009696325.1,2605779
GB_GCA_900760325.1,165190
GB_GCA_900541055.1,165190
GB_GCA_900759565.1,165190
GB_GCA_900553935.1,165190
GB_GCA_900764955.1,165190
GB_GCA_900556605.1,165190
GB_GCA_900550815.1,165190
GB_GCA_900553345.1,165190
GB_GCA_900555765.1,165190
GB_GCA_900752545.1,165190
GB_GCA_900541795.1,165190
RS_GCF_005845035.1,74426
GB_GCA_900551605.1,165190
GB_GCA_900545835.1,165190
GB_GCA_900552295.1,165190
GB_GCA_900547285.1,165190
GB_GCA_900765115.1,165190
GB_GCA_900542125.1,165190
GB_GCA_900556415.1,165190
GB_GCA_900551555.1,165190
GB_GCA_900552875.1,165190
GB_GCA_900557455.1,165190
GB_GCA_000434535.1,1262850
GB_GCA_900541715.1,165190
GB_GCA_900762355.1,165190
RS_GCF_005844325.1,74426
GB_GCA_900549195.1,165190
GB_GCA_900542305.1,165190
GB_GCA_900543025.1,165190
GB_GCA_900541035.1,165190
GB_GCA_900542635.1,165190
GB_GCA_900550205.1,165190
GB_GCA_900540945.1,165190
GB_GCA_900541195.1,165190
GB_GCA_900552735.1,165190
GB_GCA_900541695.1,165190
GB_GCA_900756725.1,165190
GB_GCA_900751755.1,165190
GB_GCA_900541675.1,165190
RS_GCF_003469185.1,2292316
GB_GCA_900758375.1,165190
GB_GCA_900549275.1,165190
GB_GCA_900550595.1,165190
GB_GCA_900544225.1,165190
GB_GCA_900541475.1,165190
GB_GCA_900761145.1,165190
GB_GCA_900540895.1,165190
GB_GCA_900541885.1,165190
GB_GCA_900544205.1,165190
GB_GCA_900552345.1,165190
GB_GCA_900754075.1,165190
GB_GCA_900768265.1,165190
GB_GCA_900756765.1,165190
GB_GCA_900761945.1,165190
GB_GCA_900548515.1,165190
GB_GCA_900751665.1,165190
GB_GCA_900758475.1,165190
GB_GCA_900759435.1,165190
GB_GCA_900544725.1,165190
GB_GCA_900554135.1,165190
GB_GCA_900754745.1,165190
GB_GCA_900551815.1,165190
GB_GCA_900541745.1,165190
GB_GCA_900551655.1,165190
GB_GCA_900543845.1,165190
RS_GCF_901212495.1,74426
GB_GCA_900764415.1,165190
GB_GCA_900541855.1,165190
GB_GCA_900767675.1,165190
GB_GCA_900541785.1,165190
GB_GCA_900548265.1,165190
GB_GCA_900757495.1,165190
GB_GCA_900541665.1,165190
GB_GCA_900543615.1,165190
GB_GCA_900542155.1,165190
GB_GCA_900556445.1,165190
GB_GCA_902406155.1,165190
RS_GCF_009876115.1,74426
GB_GCA_900550785.1,165190
GB_GCA_900553215.1,165190
GB_GCA_900554595.1,165190
GB_GCA_900555815.1,165190
RS_GCF_001404695.1,74426
GB_GCA_900552705.1,165190
GB_GCA_900546775.1,165190
GB_GCA_900757705.1,165190
GB_GCA_900542235.1,165190
GB_GCA_900544065.1,165190
GB_GCA_900549655.1,165190
GB_GCA_900556285.1,165190
GB_GCA_900541145.1,165190
GB_GCA_900551635.1,165190
GB_GCA_900551195.1,165190
GB_GCA_900542965.1,165190
GB_GCA_900555355.1,165190
GB_GCA_900541015.1,165190
GB_GCA_900554255.1,165190
GB_GCA_900554905.1,165190
GB_GCA_902388345.1,165190
GB_GCA_900549355.1,165190
GB_GCA_900554455.1,165190
GB_GCA_900553165.1,165190
GB_GCA_900754435.1,165190
GB_GCA_900764025.1,165190
GB_GCA_900556205.1,165190
GB_GCA_002437815.1,1946389
GB_GCA_900768795.1,165190
RS_GCF_900155365.1,1907654
RS_GCF_000156175.1,521003
GB_GCA_900551665.1,165190
RS_GCF_003479805.1,2292211
GB_GCA_900540845.1,165190
RS_GCF_000156215.1,445975
RS_GCF_900199705.1,1937461
GB_GCA_900555555.1,165190
RS_GCF_008014645.1,2560852
GB_GCA_900548365.1,165190
GB_GCA_900555585.1,165190
RS_GCF_000225705.1,742742
RS_GCF_900176655.1,1870987
RS_GCF_902501965.1,2650472
GB_GCA_002305035.1,1946383
RS_GCF_900046475.1,1720204
RS_GCF_900119895.1,1871016
GB_GCA_900538305.1,165190
GB_GCA_900751795.1,1714346
RS_GCF_000321165.1,1232436
RS_GCF_000311845.1,1118060
RS_GCF_900186505.1,1871019
RS_GCF_902150035.1,2590867
RS_GCF_002160065.1,1965585
RS_GCF_002159765.1,1965612
RS_GCF_002161805.1,1965630
RS_GCF_002159335.1,1965651
RS_GCF_000195315.1,700015
RS_GCF_001189515.2,712411
RS_GCF_001457795.1,1622075
GB_GCA_900316105.1,190764
RS_GCF_000468755.1,1125712
RS_GCF_900155635.1,1871033
RS_GCF_000143845.1,633147
RS_GCF_009695875.1,2652279
RS_GCF_900120385.1,1852385
RS_GCF_012844235.1,604330
RS_GCF_900105025.1,604330
GB_GCA_003862195.1,2011094
GB_GCA_900313175.1,190764
GB_GCA_902787335.1,331632
